list-none-none,1,10,1,30,97066,3235
list-none-none,1,100,1,300,106537,355
list-none-none,1,1000,1,3000,180642,60
list-none-none,1,10000,1,30000,790381,26
list-none-none,1,20000,1,60000,1427280,23
list-none-none,2,1,1,6,114513,19085
list-none-none,4,1,1,12,147582,12298
list-none-none,8,1,1,24,263337,10972
list-none-none,12,1,1,36,398023,11056
list-none-none,2,2,1,12,113395,9449
Corrupted list1
list-none-none,8,2,1,48,304412,6341
Corrupted list1
Corrupted list1
Corrupted list1
list-none-none,4,4,1,48,164462,3426
Corrupted list2
Corrupted list1
list-none-none,12,4,1,144,426597,2962
Corrupted list2
list-none-none,4,8,1,96,166477,1734
list-none-none,8,8,1,192,309170,1610
list-none-none,12,8,1,288,371290,1289
list-none-none,2,16,1,96,129602,1350
list-none-none,4,16,1,192,210133,1094
list-none-none,8,16,1,384,280875,731
list-none-none,12,16,1,576,405136,703
list-none-none,2,32,1,192,125245,652
list-none-none,4,32,1,384,150927,393
Corrupted list2
Corrupted list2
Corrupted list2
list-none-none,2,10,1,60,102325,1705
Corrupted list1
Corrupted list1
Corrupted list1
list-none-none,8,10,1,240,322510,1343
list-none-none,12,10,1,360,431953,1199
list-none-none,2,100,1,600,112210,187
Corrupted list1
Corrupted list1
Corrupted list1
Corrupted list2
Corrupted list1
Corrupted list1
Corrupted list1
Corrupted list1
Corrupted list1
Corrupted list1
Corrupted list1
Corrupted list1
Corrupted list1
Corrupted list1
Corrupted list1
Corrupted list1
Corrupted list1
Corrupted list1
Corrupted list1
Corrupted list1
Corrupted list3
Corrupted list1
Corrupted list1
Corrupted list1
Corrupted list1
Corrupted list1
Corrupted list1
Corrupted list1
Corrupted list1
Corrupted list2
Corrupted list1
Corrupted list4
list-i-none,2,8,1,48,98568,2053
Corrupted list2
Corrupted list1
Corrupted list1
Corrupted list2
Corrupted list1
Corrupted list1
Corrupted list2
Corrupted list1
Corrupted list1
Corrupted list2
Corrupted list1
Corrupted list1
Corrupted list1
Corrupted list2
Corrupted list1
Corrupted list1
Corrupted list2
Corrupted list1
Corrupted list1
Corrupted list2
Corrupted list2
Corrupted list1
Corrupted list2
Corrupted list1
Corrupted list1
list-d-none,2,1,1,6,102792,17132
list-d-none,4,1,1,12,139331,11610
list-d-none,8,1,1,24,281708,11737
list-d-none,12,1,1,36,423058,11751
list-d-none,2,2,1,12,109052,9087
list-d-none,4,2,1,24,198174,8257
Corrupted list4
Corrupted list4
list-d-none,2,4,1,24,116005,4833
Corrupted list4
Corrupted list2
list-d-none,12,4,1,144,424061,2944
Corrupted list2
Corrupted list2
Corrupted list1
Corrupted list2
Corrupted list1
Corrupted list1
list-d-none,2,16,1,96,148081,1542
Corrupted list2
Corrupted list1
Corrupted list2
Corrupted list1
Corrupted list1
Corrupted list1
Corrupted list2
Corrupted list2
Corrupted list2
Corrupted list2
Corrupted list1
Corrupted list2
Corrupted list2
Corrupted list1
list-il-none,2,1,1,6,115782,19297
list-il-none,4,1,1,12,151260,12605
list-il-none,8,1,1,24,292596,12191
Corrupted list1
Corrupted list1
list-il-none,2,2,1,12,145206,12100
list-il-none,4,2,1,24,159118,6629
Corrupted list1
Corrupted list1
Corrupted list2
list-il-none,2,4,1,24,106171,4423
list-il-none,4,4,1,48,169432,3529
Corrupted list1
Corrupted list1
Corrupted list1
Corrupted list1
list-il-none,2,8,1,48,161182,3357
Corrupted list1
Corrupted list2
Corrupted list1
Corrupted list1
Corrupted list4
Corrupted list1
Corrupted list1
Corrupted list1
Corrupted list2
Corrupted list1
Corrupted list1
Corrupted list2
Corrupted list1
Corrupted list1
Corrupted list1
Corrupted list1
list-dl-none,2,1,1,6,132494,22082
list-dl-none,4,1,1,12,159401,13283
list-dl-none,8,1,1,24,314210,13092
list-dl-none,12,1,1,36,344530,9570
